OriginationVintage,GrossApproval,SBAGuaranteedApproval,TermInMonths,InitialInterestRate,JobsSupported,seasonedCount,MPRIME,PP,IP,CORPORATIONCount,INDIVIDUALCount,PARTNERSHIPCount,LoanPortfolioAmortized,GrossApprovalChargedOff,SBAGuaranteedApprovalChargedOff,GrossChargeOffAmount,CORPORATIONChargedOff,INDIVIDUALChargedOff,PARTNERSHIPChargedOff,MajorState,OtherState,TermInMonthsChargedOff,InitialInterestRateChargedOff,seasonedTime,seasonedChargedOffPool,JobsSupportedChargedOff,MPRIMEChargedOff,rollSumChargeOff,rollAvgPortfolioAmortized,rollLossRate,rollLossRateDiff,unEmpScore,unEmpScoreDiff,ChargedOffLoans,LoansInPool,seasonedRatioPool,CorporationRatio,IndividualRatio,PartnerShipRatio
2000-08-01,903562639,640649154,170.60575296208103,9.5,12.541981310274162,2927.0,9.5,365191818.95032924,419771492.32482725,223342.0,128468.0,24743.0,62070482204.37094,47779183.0,36807174.0,24839164.0,156.0,160.0,21.0,173.0,165.0,93.80256742940301,9.5,52.095273456063175,0.6783952149114197,0.1822858450469589,9.5,318390905.0,59038406633.91809,0.005392945425750728,-0.0010958945674167282,4.101239472053156,-0.005874510936980215,337.0,376553.0,0.007773142160598907,0.5931223493107212,0.34116844109594135,0.06570920959333745
2000-09-01,936726483,663715118,175.9448477309678,9.5,12.501180880993624,3266.0,9.5,370063132.1090292,424808830.68058133,226202.0,129650.0,24917.0,62637145555.26192,63504729.0,48766656.0,35270439.0,190.0,181.0,28.0,229.0,170.0,107.96099541034916,9.5,55.62722051744238,0.5695853402902074,10.371593900489868,9.5,304245492.0,59579546403.9859,0.005106542603346269,-0.001620084909993322,4.078924028188117,-0.02231544386503881,399.0,380769.0,0.008577378935785213,0.5940662186259911,0.34049515585565,0.0654386255183589
2000-10-01,662858882,469585072,166.61326235498794,9.5,11.194296794532505,3284.0,9.5,374418899.9345602,427642508.58962214,228336.0,130502.0,25051.0,62925585537.327354,29520707.0,22791553.0,15516229.0,105.0,88.0,16.0,92.0,117.0,122.45748254940037,9.5,51.115307785158365,0.5535174171507781,0.8208725844404591,9.5,303479487.0,60107941845.18298,0.00504890830868335,-0.0015074566119876237,4.058539585093098,-0.0203844430950193,209.0,383889.0,0.008554556134716024,0.5947969334885865,0.3399472243278656,0.06525584218354785
2000-11-01,730374538,518797839,166.22921881074666,9.5,11.725864545403963,2838.0,9.5,379003893.9154561,430979243.12358093,230602.0,131340.0,25158.0,63276956181.411896,34954590.0,26838887.0,21703888.0,161.0,108.0,13.0,119.0,163.0,89.71621351897872,9.5,48.82601891421482,0.6211629916262008,2.4423767759951582,9.5,307115008.0,60625074785.10667,0.005065808315925522,-0.0013257599961858822,4.062795727005174,0.004256141912075684,282.0,387100.0,0.007331438904675794,0.5957168690260914,0.33929217256522864,0.06499095840867992
2000-12-01,749364193,534427246,168.6680516078515,9.5,13.502990874825533,2828.0,9.5,383630966.9804109,434433073.7328475,232629.0,132060.0,25260.0,63642689407.43149,31474595.0,23794431.0,17444130.0,118.0,107.0,11.0,130.0,106.0,105.87374045022595,9.5,51.957473316238755,0.6236247379490981,0.2200672088547838,9.5,302753468.0,61118233246.22244,0.004953570349134927,-0.0013450114133421896,4.062238266763771,-0.0005574602414029073,236.0,389949.0,0.007252230419875419,0.5965626274205088,0.3386596708800382,0.064777701699453
2001-01-01,686952294,505648272,170.41185063864128,9.05,12.477561360323516,3623.0,9.05,388145891.36338496,437101649.65687615,234743.0,132831.0,25376.0,63941495810.0681,45973450.0,35209284.0,26381136.0,188.0,82.0,12.0,124.0,158.0,115.6010743055189,9.05,50.51861743178914,0.49471827141939606,4.321370467139853,9.05,303224902.0,61601102591.965675,0.004922394068309227,-0.001329312341532574,4.142032214055125,0.07979394729135425,282.0,392950.0,0.009220002544853034,0.5973864359333249,0.3380353734571829,0.0645781906094923
2001-02-01,679910545,501297385,166.76136668831927,8.5,10.700329044021519,3041.0,8.5,392852117.1720349,439373597.4441346,236754.0,133627.0,25510.0,64228554237.89607,48435454.0,37400430.0,27341398.0,191.0,110.0,15.0,140.0,176.0,107.82554319278042,8.5,51.53712717981721,0.548986851367293,0.11678056842594516,8.5,298680617.0,62073718006.43293,0.004811708184920494,-0.0013997532689072464,4.199789261187446,0.05775704713232077,316.0,395891.0,0.007681407256037647,0.5980282451482858,0.33753482650527544,0.0644369283464388
2001-03-01,979842545,720785125,163.634033407888,8.32,13.603353500025865,3478.0,8.32,398688381.1493622,443590751.8618029,239617.0,134674.0,25670.0,64809708401.746704,51120265.0,39055368.0,27906411.0,209.0,134.0,18.0,174.0,187.0,103.44373337725156,8.32,52.92775896549363,0.5398031656596758,1.3576976630925417,8.32,300466699.0,62533658242.107025,0.004804879603184335,-0.0012859360081978934,4.280501253368782,0.08071199218133618,361.0,399961.0,0.008695847845164903,0.599100912338953,0.33671782998842387,0.06418125767262309
2001-04-01,794598855,585325698,161.86911732839081,7.8,10.098595850606907,3061.0,7.8,404114648.50037354,446139377.7238395,242056.0,135745.0,25821.0,65200192608.24634,48697086.0,36712270.0,26839026.0,183.0,118.0,11.0,177.0,135.0,108.38260177548916,7.8,50.673664275298215,0.5266564442390719,0.9525197002305523,7.8,301439286.0,62982953713.276855,0.004786045560395119,-0.001194558072916704,4.375708658878537,0.09520740550975493,312.0,403622.0,0.007583828433534346,0.5997096293066285,0.33631714822284214,0.06397322247052936
2001-05-01,905633043,664091053,167.49976756314092,7.24,13.201567633172148,2969.0,7.24,409923887.79168993,448951313.31028837,244592.0,136788.0,25976.0,65695901763.45464,64350648.0,48534145.0,34882546.0,214.0,152.0,16.0,213.0,169.0,108.15494121329331,7.24,53.06099440103942,0.5577546145857587,1.82494093177717,7.24,310146814.0,63421889091.42997,0.004890217217479719,-0.0011084048535641407,4.460800554097412,0.08509189521887528,382.0,407356.0,0.007288465126326849,0.6004379461699348,0.33579473482653993,0.06376731900352517
2001-06-01,964127192,701913475,167.76155243010717,6.98,12.448527459435041,3211.0,6.98,416044453.44622815,451870464.1543138,247301.0,137782.0,26132.0,66243984502.008415,46380900.0,35505871.0,24871004.0,189.0,94.0,16.0,150.0,149.0,113.76028265686419,6.98,53.5733959513657,0.5805829149478646,0.33230793577935175,6.98,307185222.0,63850400632.79544,0.004811014793260681,-0.0010118710858589963,4.562895073848825,0.1020945197514127,299.0,411215.0,0.007808567294480989,0.6013909998419318,0.3350607346521892,0.06354826550587891
2001-07-01,816028446,598613846,169.45584679532115,6.75,10.248405482668677,2953.0,6.75,421675611.96425825,453733814.6461183,249757.0,138749.0,26251.0,66638337336.04416,49006082.0,36676261.0,26169869.0,184.0,121.0,24.0,180.0,149.0,101.19065746947376,6.75,55.84219542711505,0.6444216820496885,0.6594296669960403,6.75,309165240.0,64275919462.10568,0.004809969932554143,-0.0008401815829032619,4.711198700000832,0.14830362615200698,329.0,414757.0,0.007119831612245242,0.6021766962341805,0.33453082166184056,0.06329248210397896
2001-08-01,1026127150,753820944,172.88334832091715,6.67,12.169676886533994,3060.0,6.67,428014053.3457697,456675993.5445184,252784.0,139922.0,26441.0,67236450432.69839,74460451.0,56658639.0,42690322.0,255.0,157.0,22.0,228.0,206.0,106.79562339679705,6.67,53.52712296243631,0.5757232751722978,1.4827560916499998,6.67,327016398.0,64706416814.4663,0.005053848043195764,-0.0003390973825549634,4.884018217496058,0.17281951749522584,434.0,419147.0,0.007300541337525976,0.6030915168186818,0.33382560295075475,0.0630828802305635
2001-09-01,986150639,716676978,167.95941590927671,6.28,12.48878470280036,3373.0,6.28,434524089.8992081,459037140.910275,255968.0,141134.0,26626.0,67788076981.79918,91866220.0,67746613.0,51884852.0,279.0,188.0,26.0,247.0,246.0,119.66351649225096,6.28,51.78302000360336,0.5110727693701429,1.1046226555681415,6.28,343630811.0,65135661100.01107,0.005275617153441951,0.00016907455009568164,5.072547850507483,0.18852963301142545,493.0,423728.0,0.007960295283766945,0.6040856398444285,0.33307687950760867,0.06283748064796284
2001-10-01,786822888,575351870,171.824235688731,5.53,10.682409656847705,3223.0,5.53,440395976.7052817,459825274.81181663,258443.0,142131.0,26744.0,68134503893.0939,40778227.0,30671669.0,21760489.0,156.0,66.0,7.0,123.0,106.0,107.55633037474479,5.53,50.93061649487748,0.5298419994146272,1.7942297620241898,5.53,349875071.0,65569737629.65827,0.005335922998138485,0.00028701468945513484,5.304665768734475,0.2321179182269919,229.0,427318.0,0.007542392316728993,0.604802512414642,0.3326117785817588,0.0625857090035992
2001-11-01,790405668,578313733,168.94853550316392,5.1,11.59856695258415,3110.0,5.1,446499635.889182,460313796.90548426,260752.0,142977.0,26892.0,68478409925.20471,41664238.0,31397705.0,24375282.0,178.0,81.0,7.0,154.0,112.0,101.50318548109516,5.1,51.402884651755,0.665652114301693,2.0389286162925213,5.1,352546465.0,66003192108.30768,0.005341354769955523,0.00027554645403000174,5.499479095958136,0.19481332722366052,266.0,430621.0,0.007222128042989079,0.6055255085098032,0.3320251450811735,0.06244934640902325
2001-12-01,955998909,693598284,175.09005094795563,4.84,12.85646670126064,3522.0,4.84,453173605.03114194,461266112.67457926,263245.0,143773.0,27034.0,68981235229.17357,40174612.0,29721453.0,22965736.0,145.0,95.0,16.0,118.0,138.0,109.03240170487025,4.84,51.91184175416804,0.5739662338711897,1.6363280062089018,4.84,358068071.0,66448070926.78619,0.005388690235936669,0.0004351198868017426,5.660755136193552,0.16127604023541675,256.0,434052.0,0.008114235160764148,0.6064826334171942,0.33123450646466324,0.062282860118142526
2002-01-01,776549676,573716297,168.4428098995176,4.75,10.182326140072975,3321.0,4.75,459374962.5133184,461401908.9731086,265570.0,144610.0,27148.0,69298409942.66025,72725723.0,53186869.0,42413129.0,219.0,166.0,12.0,197.0,200.0,115.47179912144657,4.75,49.45387936362818,0.5155652863998786,4.2329657875513025,4.75,374100064.0,66894480437.83553,0.00559239060609265,0.0006699965377834228,5.755949868946772,0.09519473275321921,397.0,437328.0,0.007593842607836681,0.6072558811692825,0.33066714228222294,0.06207697654849449
2002-02-01,784947280,576177117,176.38310068798506,4.75,12.456996590904806,3426.0,4.75,465439210.9124002,461538544.2658783,267894.0,145466.0,27283.0,69617918011.74786,52229840.0,38870276.0,28893381.0,192.0,105.0,14.0,160.0,151.0,101.35726095883345,4.75,48.76119433720824,0.5686131366903721,3.5349392305455702,4.75,375652047.0,67343594085.6565,0.005578140758602756,0.0007664325736822615,5.831410589345134,0.07546072039836194,311.0,440643.0,0.007775001531852316,0.6079615471027566,0.33012211699720634,0.06191633590003699
2002-03-01,1029508361,756257479,174.19576306287036,4.75,10.136013088678549,3880.0,4.75,472564036.89620924,462611320.4078173,270871.0,146636.0,27467.0,70174862335.85165,66624462.0,49520518.0,36255864.0,248.0,124.0,15.0,197.0,190.0,112.86036181622923,4.75,50.78909745469036,0.5366937883482793,2.661408537940235,4.75,384001500.0,67790690246.83192,0.005664516744140183,0.0008596371409558485,5.866270637187274,0.03486004784214014,387.0,444974.0,0.008719610583989177,0.6087344429112712,0.329538355049958,0.06172720203877081
2002-04-01,965427264,706704137,170.5118408806404,4.75,9.652592445327917,3298.0,4.75,479594320.5939511,463394275.6421026,273881.0,147836.0,27655.0,70660695279.25769,77967962.0,57466878.0,42681318.0,260.0,163.0,20.0,207.0,236.0,110.89575214148729,4.75,51.257717158593834,0.5235708513031392,3.933451071028313,4.75,399843792.0,68245732136.08286,0.005858883471316659,0.0010728379109215397,5.864763742397593,-0.0015068947896805795,443.0,449372.0,0.007339131054004255,0.6094750006675983,0.3289835592782817,0.061541440054119975
